Category,Key,English,Swahili,File,Line
"documents-must-be-clear-and-readable","Documents must be clear and readable","","components/driver/DriverPendingStatus.tsx",143
"accepted-formats-jpeg-png-max-1mb-each","Accepted formats: JPEG, PNG, (max 1MB each)","","components/driver/DriverPendingStatus.tsx",144
"only-upload-documents-that-have-been-changed-or-specifically-requested-by-administrators","Only upload documents that have been changed or specifically requested by administrators.","","components/driver/DriverPendingStatus.tsx",175
"our-team-will-review-your-updated-documents","Our team will review your updated documents","","components/driver/DriverPendingStatus.tsx",193
"approval","Approval","","components/driver/DriverPendingStatus.tsx",210
"once-approved-you-can-start-accepting-deliveries","Once approved, you can start accepting deliveries","","components/driver/DriverPendingStatus.tsx",211
"error-loading-orders","Error Loading Orders","","components/driver/DriverOrdersList.tsx",89
"order-details","Order Details","","components/driver/DriverOrderPage.tsx",367
"navigation-map","Navigation Map","","components/driver/DriverOrderPage.tsx",440
"track-your-route-in-real-time","Track your route in real time","","components/driver/DriverOrderPage.tsx",442
"google-maps","Google Maps","","components/driver/DriverOrderPage.tsx",452
"merchant-information","Merchant Information","","components/driver/DriverOrderPage.tsx",482
"sms","SMS","","components/driver/DriverOrderPage.tsx",534
"whatsapp","WhatsApp","","components/driver/DriverOrderPage.tsx",543
"client-information","Client Information","","components/driver/DriverOrderPage.tsx",555
"name","Name","","components/driver/DriverOrderPage.tsx",561
"delivery-address","Delivery Address","","components/driver/DriverOrderPage.tsx",567
"order-items","Order Items","","components/driver/DriverOrderPage.tsx",623
"qty","Qty","","components/driver/DriverOrderPage.tsx",656
"price","Price","","components/driver/DriverOrderPage.tsx",659
"order-total","Order Total","","components/driver/DriverOrderPage.tsx",673
"order-management","Order Management","","components/driver/DriverOrderPage.tsx",683
"delivery-code","Delivery Code","","components/driver/DriverOrderPage.tsx",737
"order-completed","Order Completed!","","components/driver/DriverOrderPage.tsx",759
"great-job-on-this-delivery","Great job on this delivery","","components/driver/DriverOrderPage.tsx",761
"dashboard","Dashboard","","components/driver/DriverNavbar.tsx",39
"wallet","Wallet","","components/driver/DriverNavbar.tsx",51
"customers","Customers","","components/driver/DriverNavbar.tsx",67
"review-status","Review Status","","components/driver/DriverNavbar.tsx",73
"review","Review","","components/driver/DriverNavbar.tsx",76
"apply","Apply","","components/driver/DriverNavbar.tsx",90
"yetu","Yetu","","components/driver/DriverNavbar.tsx",146
"driver","Driver","","components/driver/DriverNavbar.tsx",149
"missing-documents","Missing documents","","components/driver/DriverApplyClient.tsx",38
"please-upload-both-your-id-card-and-driver-s-license","Please upload both your ID card and driver's license","","components/driver/DriverApplyClient.tsx",39
"error-processing-documents","Error processing documents","","components/driver/DriverApplyClient.tsx",47
"please-re-upload-your-documents","Please re-upload your documents","","components/driver/DriverApplyClient.tsx",48
"application-submitted","Application submitted!","","components/driver/DriverApplyClient.tsx",63
"your-driver-application-is-under-review-we-ll-notify-you-once-it-s-approved","Your driver application is under review. We'll notify you once it's approved.","","components/driver/DriverApplyClient.tsx",64
"failed-to-submit-application","Failed to submit application","","components/driver/DriverApplyClient.tsx",69
"submission-failed","Submission failed","","components/driver/DriverApplyClient.tsx",73
"become-a-yetu-driver","Become a Yetu Driver","","components/driver/DriverApplyClient.tsx",95
"complete-your-application-to-start-earning-with-flexible-delivery-opportunities","Complete your application to start earning with flexible delivery opportunities","","components/driver/DriverApplyClient.tsx",98
"required-documents","Required Documents","","components/driver/DriverApplyClient.tsx",123
"active-drivers","Active Drivers","","components/driver/DriverApplyClient.tsx",145
"in-review","In Review","","components/driver/DriverApplyClient.tsx",156
"upload-your-documents","Upload Your Documents","","components/driver/DriverApplyClient.tsx",175
"please-upload-clear-photos-of-your-id-card-and-driver-s-license-make-sure-all-information-is-visible","Please upload clear photos of your ID card and driver's license. Make sure all information is visible and readable.","","components/driver/DriverApplyClient.tsx",177
"id-card-cni","ID Card (CNI)","","components/driver/DriverApplyClient.tsx",185
"driver-s-license","Driver's License","","components/driver/DriverApplyClient.tsx",193
"submitting","Submitting...","","components/driver/DriverApplyClient.tsx",210
"submit-application","Submit Application","","components/driver/DriverApplyClient.tsx",213
"your-application-will-be-reviewed-by-our-team-within-24-48-hours","Your application will be reviewed by our team within 24-48 hours","","components/driver/DriverApplyClient.tsx",231
"you-ll-receive-a-notification-once-your-application-is-approved","You'll receive a notification once your application is approved","","components/driver/DriverApplyClient.tsx",237
"start-accepting-deliveries-and-earning-money-immediately-after-approval","Start accepting deliveries and earning money immediately after approval","","components/driver/DriverApplyClient.tsx",243
"account-created","Account created","","components/auth/SignUpForm.tsx",64
"welcome-your-account-has-been-created-successfully","Welcome! Your account has been created successfully.","","components/auth/SignUpForm.tsx",65
"an-unexpected-error-occurred","An unexpected error occurred","","components/auth/SignUpForm.tsx",72
"welcome","Welcome!","","components/auth/SignUpForm.tsx",80
"you-have-successfully-signed-in-with-google","You have successfully signed in with Google","","components/auth/SignUpForm.tsx",81
"create-account","Create Account","","components/auth/SignUpForm.tsx",87
"join-our-platform-today","Join our platform today","","components/auth/SignUpForm.tsx",87
"want-to-become-a-merchant-or-driver-you-can-apply-after-creating-your-account","Want to become a merchant or driver? You can apply after creating your account.","","components/auth/SignUpForm.tsx",119
"full-name","Full Name *","","components/auth/SignUpForm.tsx",128
"enter-your-name","Enter your name","","components/auth/SignUpForm.tsx",130
"email","Email *","","components/auth/SignUpForm.tsx",156
"password","Password *","","components/auth/SignUpForm.tsx",170
"enter-your-password","Enter your password","","components/auth/SignUpForm.tsx",173
"sign-up","Sign Up","","components/auth/SignUpForm.tsx",186
"continue-with-google","Continue with Google","","components/auth/SignUpForm.tsx",197
"already-have-an-account-sign-in","Already have an account? Sign In","","components/auth/SignUpForm.tsx",206
"welcome-back","Welcome Back","","components/auth/SignInForm.tsx",73
"sign-in-to-your-account","Sign in to your account","","components/auth/SignInForm.tsx",73
"enter-your-email","Enter your email","","components/auth/SignInForm.tsx",83
"don-t-have-an-account-sign-up","Don't have an account? Sign Up","","components/auth/SignInForm.tsx",126
"password-reset-email-sent","Password reset email sent","","components/auth/ResetPasswordForm.tsx",48
"check-your-email-for-further-instructions","Check your email for further instructions","","components/auth/ResetPasswordForm.tsx",49
"reset-password","Reset Password","","components/auth/ResetPasswordForm.tsx",61
"enter-your-email-to-reset-your-password","Enter your email to reset your password","","components/auth/ResetPasswordForm.tsx",61
"send-reset-link","Send Reset Link","","components/auth/ResetPasswordForm.tsx",80
"back-to-login","Back to login","","components/auth/ResetPasswordForm.tsx",88
"exit-admin-mode","Exit Admin Mode?","","components/admin/ExitAdminModeDialog.tsx",41
"you-can-return-to-admin-mode-anytime","You can return to admin mode anytime","","components/admin/ExitAdminModeDialog.tsx",54
"admin-panel","Admin Panel","","components/admin/AdminSidebar.tsx",32
"log-out","Log out","","components/admin/AdminNavUser.tsx",91
"merchants","Merchants","","components/admin/AdminNavMain.tsx",38
"drivers","Drivers","","components/admin/AdminNavMain.tsx",50
"users","Users","","components/admin/AdminNavMain.tsx",56
"delivery-zones","Delivery Zones","","components/admin/AdminNavMain.tsx",62
"no-products-found","No products found","","components/merchants/products/ProductsList.tsx",33
"try-adjusting-your-filters","Try adjusting your filters","","components/merchants/products/ProductsList.tsx",36
"start-by-adding-your-first-product","Start by adding your first product","","components/merchants/products/ProductsList.tsx",37
"low-stock","Low Stock","","components/merchants/products/ProductsList.tsx",91
"product-management","Product Management","","components/merchants/products/ProductsHeader.tsx",25
"manage-your-product-catalog","Manage your product catalog","","components/merchants/products/ProductsHeader.tsx",28
"filter-by-status","Filter by status","","components/merchants/products/ProductsFilters.tsx",46
"draft","Draft","","components/merchants/products/ProductsFilters.tsx",51
"waiting-for-review","Waiting for Review","","components/merchants/products/ProductsFilters.tsx",53
"most-sold-products","Most sold products","","components/merchants/insights/TopProducts.tsx",27
"top-10-products","Top 10 products","","components/merchants/insights/TopProducts.tsx",29
"no-sales-data-available","No sales data available","","components/merchants/insights/TopProducts.tsx",37
"sold","sold","","components/merchants/insights/TopProducts.tsx",76
"total-revenue","Total Revenue","","components/merchants/insights/StatsCards.tsx",25
"total-orders","Total Orders","","components/merchants/insights/StatsCards.tsx",32
"completed-orders","Completed Orders","","components/merchants/insights/StatsCards.tsx",39
"average-order-value","Average Order Value","","components/merchants/insights/StatsCards.tsx",47
"previous-period","previous period","","components/merchants/insights/StatsCards.tsx",94
"revenue-evolution","Revenue Evolution","","components/merchants/insights/RevenueChart.tsx",114
"no-revenue-data","No revenue data","","components/merchants/insights/RevenueChart.tsx",118
"revenue-will-appear-here-once-you-complete-orders","Revenue will appear here once you complete orders","","components/merchants/insights/RevenueChart.tsx",119
"week","week","","components/merchants/insights/RevenueChart.tsx",140
"weeks","weeks","","components/merchants/insights/RevenueChart.tsx",140
"with-revenue","with revenue","","components/merchants/insights/RevenueChart.tsx",140
"avg-day","Avg/day","","components/merchants/insights/RevenueChart.tsx",183
"active-days","Active Days","","components/merchants/insights/RevenueChart.tsx",195
"weekly-revenue","Weekly Revenue","","components/merchants/insights/RevenueChart.tsx",279
"hover-to-see-daily-breakdown","Hover to see daily breakdown","","components/merchants/insights/RevenueChart.tsx",283
"orders-overview","Orders Overview","","components/merchants/insights/OrdersOverview.tsx",97
"status-breakdown-total-total-orders","Status breakdown - {total} total orders","","components/merchants/insights/OrdersOverview.tsx",100
"success-rate","Success Rate","","components/merchants/insights/OrdersOverview.tsx",142
"failure-rate","Failure Rate","","components/merchants/insights/OrdersOverview.tsx",148
"no-results-found","No results found","","components/merchants/animations/EmptyStates.tsx",90
"no-order-history","No order history","","components/merchants/animations/EmptyStates.tsx",97
"completed-and-cancelled-orders-will-appear-here","Completed and cancelled orders will appear here","","components/merchants/animations/EmptyStates.tsx",98
"light","Light","","components/driver/profile/ThemeToggle.tsx",47
"dark","Dark","","components/driver/profile/ThemeToggle.tsx",48
"system","System","","components/driver/profile/ThemeToggle.tsx",49
"document-downloaded-successfully","Document downloaded successfully!","","components/driver/profile/ImageDocumentPreview.tsx",54
"you-ve-downloaded-successfully-the-document","You've downloaded successfully the document.","","components/driver/profile/ImageDocumentPreview.tsx",55
"failed-to-download-image","Failed to download image","","components/driver/profile/ImageDocumentPreview.tsx",60
"make-sure-you-are-connected-and-retry","Make sure you are connected and retry","","components/driver/profile/ImageDocumentPreview.tsx",61
"exit-driver-mode","Exit Driver Mode?","","components/driver/profile/ExitDriverModeDialog.tsx",44
"you-can-return-to-driver-mode-anytime-from-your-profile","You can return to driver mode anytime from your profile.","","components/driver/profile/ExitDriverModeDialog.tsx",57
"earnings-this-month","Earnings This Month","","components/driver/profile/DriverProfileStats.tsx",44
"average-rating","Average Rating","","components/driver/profile/DriverProfileStats.tsx",60
"profile-settings","Profile & Settings","","components/driver/profile/DriverProfileClient.tsx",78
"manage-your-account-and-preferences","Manage your account and preferences","","components/driver/profile/DriverProfileClient.tsx",81
"personal-information","Personal Information","","components/driver/profile/DriverProfileClient.tsx",98
"language-preferences","Language Preferences","","components/driver/profile/DriverProfileClient.tsx",153
"language","Language","","components/driver/profile/DriverProfileClient.tsx",156
"choose-your-preferred-language","Choose your preferred language","","components/driver/profile/DriverProfileClient.tsx",158
"performance-overview","Performance Overview","","components/driver/profile/DriverProfileClient.tsx",169
"total-deliveries","Total Deliveries","","components/driver/profile/DriverProfileClient.tsx",198
"completion-rate","Completion Rate","","components/driver/profile/DriverProfileClient.tsx",206
"on-time-rate","On-time Rate","","components/driver/profile/DriverProfileClient.tsx",214
"failed-to-load-performance-stats","Failed to load performance stats","","components/driver/profile/DriverProfileClient.tsx",221
"account-actions","Account Actions","","components/driver/profile/DriverProfileClient.tsx",228
"logout","Logout","","components/driver/profile/DriverProfileClient.tsx",248
"delete-account","Delete Account","","components/driver/profile/DriverProfileClient.tsx",258
"no-documents-uploaded-yet","No documents uploaded yet","","components/driver/profile/DriverDocumentsPreview.tsx",77
"id-card","ID Card","","components/driver/profile/DriverDocumentsPreview.tsx",85
"driver-license","Driver License","","components/driver/profile/DriverDocumentsPreview.tsx",100
"total-earnings","Total Earnings","","components/driver/insights/DriverStatsCards.tsx",36
"avg-earnings","Avg. Earnings","","components/driver/insights/DriverStatsCards.tsx",44
"performance-metrics","Performance Metrics","","components/driver/insights/DriverPerformanceCard.tsx",43
"avg-delivery-time","Avg. Delivery Time","","components/driver/insights/DriverPerformanceCard.tsx",74
"min","min","","components/driver/insights/DriverPerformanceCard.tsx",75
"time-from-pickup-to-delivery","Time from pickup to delivery","","components/driver/insights/DriverPerformanceCard.tsx",79
"total-distance","Total Distance","","components/driver/insights/DriverPerformanceCard.tsx",90
"km","km","","components/driver/insights/DriverPerformanceCard.tsx",91
"distance-covered-during-period","Distance covered during period","","components/driver/insights/DriverPerformanceCard.tsx",95
"on-time-deliveries","On-time deliveries","","components/driver/insights/DriverPerformanceCard.tsx",104
"last-7-days","Last 7 days","","components/driver/insights/DriverInsightsClient.tsx",43
"last-30-days","Last 30 days","","components/driver/insights/DriverInsightsClient.tsx",47
"last-90-days","Last 90 days","","components/driver/insights/DriverInsightsClient.tsx",51
"this-month","This month","","components/driver/insights/DriverInsightsClient.tsx",55
"last-month","Last month","","components/driver/insights/DriverInsightsClient.tsx",59
"this-year","This year","","components/driver/insights/DriverInsightsClient.tsx",66
"failed-to-fetch-analytics","Failed to fetch analytics","","components/driver/insights/DriverInsightsClient.tsx",97
"failed-to-load-analytics","Failed to Load Analytics","","components/driver/insights/DriverInsightsClient.tsx",135
"insights-analytics","Insights & Analytics","","components/driver/insights/DriverInsightsClient.tsx",154
"track-your-performance-and-earnings","Track your performance and earnings","","components/driver/insights/DriverInsightsClient.tsx",157
"earnings-evolution","Earnings Evolution","","components/driver/insights/DriverEarningsChart.tsx",37
"no-earnings-data","No earnings data","","components/driver/insights/DriverEarningsChart.tsx",47
"earnings-will-appear-here-once-you-complete-deliveries","Earnings will appear here once you complete deliveries","","components/driver/insights/DriverEarningsChart.tsx",50
"ready-to-deliver","Ready to Deliver","","components/driver/insights/DriverDeliveriesOverview.tsx",53
"canceled","Canceled","","components/driver/insights/DriverDeliveriesOverview.tsx",60
"deliveries-overview","Deliveries Overview","","components/driver/insights/DriverDeliveriesOverview.tsx",71
"status-breakdown","Status breakdown","","components/driver/insights/DriverDeliveriesOverview.tsx",73
"oops-something-went-wrong","Oops! Something went wrong","","components/client/stores/StoresError.tsx",20
"all-stores","All stores","","components/client/stores/StoresContent.tsx",52
"grocery","Grocery","","components/client/stores/StoresContent.tsx",53
"food","Food","","components/client/stores/StoresContent.tsx",54
"pharmacy","Pharmacy","","components/client/stores/StoresContent.tsx",55
"all","all","","components/client/stores/StoresContent.tsx",62
"your-stores","Your stores","","components/client/stores/StoresContent.tsx",93
"shop-from-count-stores","Shop from {count} stores","","components/client/stores/StoresContent.tsx",96
"near-you","near you","","components/client/stores/StoresContent.tsx",97
"select-category","Select category","","components/client/stores/StoresContent.tsx",140
"try-selecting-a-different-store-type","Try selecting a different store type","","components/client/stores/StoresContent.tsx",162
"in-store-prices","In-store prices","","components/client/stores/StoreDetailContent.tsx",187
"100-satisfaction-guarantee","100% satisfaction guarantee","","components/client/stores/StoreDetailContent.tsx",196
"about","About","","components/client/stores/StoreDetailContent.tsx",210
"on-sale","On Sale","","components/client/stores/StoreDetailContent.tsx",238
"special-offers","Special Offers","","components/client/stores/StoreDetailContent.tsx",241
"all-products","All Products","","components/client/stores/StoreDetailContent.tsx",261
"shop-now","Shop now","","components/client/stores/StoreCard.tsx",94
"browse-aisles","Browse aisles","","components/client/stores/MobileCategoryDrawer.tsx",55
"spend","Spend","","components/client/stores/MerchantProduct.tsx",142
"off","off","","components/client/stores/MerchantProduct.tsx",178
"many-in-stock","Many in stock","","components/client/stores/MerchantProduct.tsx",189
"out-of-stock","Out of stock","","components/client/stores/MerchantProduct.tsx",192
"related-products","Related Products","","components/client/products/RelatedProducts.tsx",19
"home","Home","","components/client/products/ProductDetailClient.tsx",93
"back","Back","","components/client/products/ProductDetailClient.tsx",120
"per","Per","","components/client/products/ProductDetailClient.tsx",278
"only","Only","","components/client/products/ProductDetailClient.tsx",302
"left","left","","components/client/products/ProductDetailClient.tsx",302
"view-cart","View Cart","","components/client/products/ProductDetailClient.tsx",348
"fast-delivery","Fast Delivery","","components/client/products/ProductDetailClient.tsx",359
"delivered-within-30-60-minutes","Delivered within 30-60 minutes","","components/client/products/ProductDetailClient.tsx",362
"quality-guaranteed","Quality Guaranteed","","components/client/products/ProductDetailClient.tsx",370
"fresh-and-quality-products","Fresh and quality products","","components/client/products/ProductDetailClient.tsx",373
"product-description","Product Description","","components/client/products/ProductDetailClient.tsx",409
"sku","SKU","","components/client/products/ProductDetailClient.tsx",417
"order-confirmed","Order Confirmed","","components/client/orders/OrderTimeline.tsx",14
"preparing-order","Preparing Order","","components/client/orders/OrderTimeline.tsx",15
"out-for-delivery","Out for Delivery","","components/client/orders/OrderTimeline.tsx",16
"delivered","Delivered","","components/client/orders/OrderTimeline.tsx",17
"confirmed","Confirmed","","components/client/orders/OrderStatusBadge.tsx",15
"preparing","Preparing","","components/client/orders/OrderStatusBadge.tsx",16
"rejected-by-merchant","Rejected by Merchant","","components/client/orders/OrderStatusBadge.tsx",19
"accepted-by-driver","Accepted by Driver","","components/client/orders/OrderStatusBadge.tsx",20
"rejected-by-driver","Rejected by Driver","","components/client/orders/OrderStatusBadge.tsx",21
"cancelled-by-merchant","Cancelled by Merchant","","components/client/orders/OrderStatusBadge.tsx",22
"cancelled-by-driver","Cancelled by Driver","","components/client/orders/OrderStatusBadge.tsx",23
"receipt-downloaded","Receipt downloaded","","components/client/orders/OrderActions.tsx",43
"your-receipt-has-been-downloaded-successfully","Your receipt has been downloaded successfully","","components/client/orders/OrderActions.tsx",44
"failed-to-download-receipt-please-try-again","Failed to download receipt. Please try again.","","components/client/orders/OrderActions.tsx",50
"view-receipt","View Receipt","","components/client/orders/OrderActions.tsx",66
"track-order","Track Order","","components/client/orders/OrderActions.tsx",72
"location-outside-delivery-zone","Location outside delivery zone","","components/client/map/MapPicker.tsx",150
"please-select-a-location-within-the-shaded-area","Please select a location within the shaded area.","","components/client/map/MapPicker.tsx",151
"your-browser-doesn-t-support-geolocation","Your browser doesn't support geolocation.","","components/client/map/MapPicker.tsx",213
"you-re-outside-the-delivery-zone","You're outside the delivery zone","","components/client/map/MapPicker.tsx",239
"your-current-location-is-not-within-our-delivery-area-please-select-a-location-within-the-shaded-zon","Your current location is not within our delivery area. Please select a location within the shaded zone.","","components/client/map/MapPicker.tsx",240
"please-check-your-location-permissions-and-try-again","Please check your location permissions and try again.","","components/client/map/MapPicker.tsx",251
"drop-a-pin-at-your-exact-location","Drop a pin at your exact location","","components/client/map/MapPicker.tsx",284
"tap-anywhere-on-the-map-or-drag-the-red-marker-to-your-delivery-location","Tap anywhere on the map or drag the red marker to your delivery location.","","components/client/map/MapPicker.tsx",287
"you-can-only-select-locations-within-the-shaded-delivery-zone","You can only select locations within the shaded delivery zone.","","components/client/map/MapPicker.tsx",288
"use-my-location","Use my location","","components/client/map/MapPicker.tsx",330
"location-selected","Location selected","","components/client/map/MapPicker.tsx",356
"high-accuracy","High accuracy","","components/client/map/MapPicker.tsx",365
"tip-zoom-in-for-better-precision-the-more-accurate-your-pin-the-easier-delivery-will-be","Tip: Zoom in for better precision. The more accurate your pin, the easier delivery will be!","","components/client/map/MapPicker.tsx",373
"profile-updated","Profile Updated","","components/client/customer/UserProfile.tsx",62
"your-profile-has-been-successfully-updated","Your profile has been successfully updated","","components/client/customer/UserProfile.tsx",63
"failed-to-update-profile-please-try-again","Failed to update profile. Please try again.","","components/client/customer/UserProfile.tsx",69
"back-to-home","Back to Home","","components/client/customer/UserProfile.tsx",87
"addresses","Addresses","","components/client/customer/UserProfile.tsx",97
"payment","Payment","","components/client/customer/UserProfile.tsx",98
"security","Security","","components/client/customer/UserProfile.tsx",100
"save-changes","Save Changes","","components/client/customer/UserProfile.tsx",116
"edit-profile","Edit Profile","","components/client/customer/UserProfile.tsx",121
"my-merchants","My Merchants","","components/client/customer/UserProfile.tsx",175
"manager-since","Manager since","","components/client/customer/UserProfile.tsx",210
"manage","Manage","","components/client/customer/UserProfile.tsx",218
"no-merchants-found","No merchants found","","components/client/customer/UserProfile.tsx",229
"you-are-not-managing-any-merchants-yet","You are not managing any merchants yet","","components/client/customer/UserProfile.tsx",230
"contact-an-administrator-to-get-access-to-manage-merchants","Contact an administrator to get access to manage merchants","","components/client/customer/UserProfile.tsx",232
"delivery-addresses","Delivery Addresses","","components/client/customer/UserProfile.tsx",245
"add-address","Add Address","","components/client/customer/UserProfile.tsx",248
"default","Default","","components/client/customer/UserProfile.tsx",264
"edit","Edit","","components/client/customer/UserProfile.tsx",272
"remove","Remove","","components/client/customer/UserProfile.tsx",275
"no-contact-information-set","No contact information set","","components/client/customer/UserProfile.tsx",282
"add-your-phone-number-to-get-started","Add your phone number to get started","","components/client/customer/UserProfile.tsx",283
"payment-methods","Payment Methods","","components/client/customer/UserProfile.tsx",296
"add-card","Add Card","","components/client/customer/UserProfile.tsx",299
"no-payment-methods-added-yet","No payment methods added yet","","components/client/customer/UserProfile.tsx",307
"add-a-payment-method-to-place-orders","Add a payment method to place orders","","components/client/customer/UserProfile.tsx",308
"notification-preferences","Notification Preferences","","components/client/customer/UserProfile.tsx",319
"password-security","Password & Security","","components/client/customer/UserProfile.tsx",332
"last-changed-3-months-ago","Last changed 3 months ago","","components/client/customer/UserProfile.tsx",340
"change-password","Change Password","","components/client/customer/UserProfile.tsx",343
"two-factor-authentication","Two-Factor Authentication","","components/client/customer/UserProfile.tsx",350
"add-an-extra-layer-of-security","Add an extra layer of security","","components/client/customer/UserProfile.tsx",351
"help-support","Help & Support","","components/client/customer/UserProfile.tsx",368
"get-help-with-your-account","Get help with your account","","components/client/customer/UserProfile.tsx",369
"permanently-delete-your-account","Permanently delete your account","","components/client/customer/UserProfile.tsx",380
"delete","Delete","","components/client/customer/UserProfile.tsx",384
"zone-deleted","Zone deleted","","components/admin/zones/ZonesList.tsx",68
"delivery-zone-has-been-deleted-successfully","Delivery zone has been deleted successfully","","components/admin/zones/ZonesList.tsx",69
"failed-to-delete-zone","Failed to delete zone","","components/admin/zones/ZonesList.tsx",75
"search-zones-by-name-or-code","Search zones by name or code...","","components/admin/zones/ZonesList.tsx",103
"all-statuses","All Statuses","","components/admin/zones/ZonesList.tsx",114
"inactive","Inactive","","components/admin/zones/ZonesList.tsx",116
"showing-count-zones","Showing {count} zones","","components/admin/zones/ZonesList.tsx",123
"no-zones-found","No zones found","","components/admin/zones/ZonesList.tsx",132
"try-adjusting-your-search-or-filters","Try adjusting your search or filters","","components/admin/zones/ZonesList.tsx",135
"create-your-first-delivery-zone-to-get-started","Create your first delivery zone to get started","","components/admin/zones/ZonesList.tsx",136
"create-zone","Create Zone","","components/admin/zones/ZonesList.tsx",140
"delivery-fee","Delivery Fee","","components/admin/zones/ZonesList.tsx",211
"est-time","Est. Time","","components/admin/zones/ZonesList.tsx",219
"landmarks","Landmarks","","components/admin/zones/ZonesList.tsx",229
"delete-zone","Delete Zone","","components/admin/zones/ZonesList.tsx",265
"are-you-sure-you-want-to-delete-this-delivery-zone-this-action-cannot-be-undone-zones-with-existing-","Are you sure you want to delete this delivery zone? This action cannot be undone. Zones with existing orders cannot be deleted.","","components/admin/zones/ZonesList.tsx",267
"deleting","Deleting...","","components/admin/zones/ZonesList.tsx",279
"you-must-draw-a-polygon","You must draw a polygon","","components/admin/zones/ZoneDrawMap.tsx",69
"you-can-save-only-one-polygone","You can save only one polygone","","components/admin/zones/ZoneDrawMap.tsx",77
"please-enter-an-address","Please enter an address","","components/admin/zones/LandmarksManager.tsx",92
"address-geocoded-successfully","Address geocoded successfully","","components/admin/zones/LandmarksManager.tsx",105
"could-not-geocode-the-address-please-try-a-different-address","Could not geocode the address. Please try a different address.","","components/admin/zones/LandmarksManager.tsx",110
"failed-to-geocode-address","Failed to geocode address","","components/admin/zones/LandmarksManager.tsx",117
"landmark-name-is-required","Landmark name is required","","components/admin/zones/LandmarksManager.tsx",129
"please-geocode-the-address-first","Please geocode the address first","","components/admin/zones/LandmarksManager.tsx",138
"a-landmark-with-this-name-already-exists","A landmark with this name already exists","","components/admin/zones/LandmarksManager.tsx",153
"add-landmark","Add Landmark","","components/admin/zones/LandmarksManager.tsx",194
"no-landmarks-added-yet","No landmarks added yet","","components/admin/zones/LandmarksManager.tsx",202
"add-landmarks-to-help-customers-locate-their-delivery-address","Add landmarks to help customers locate their delivery address","","components/admin/zones/LandmarksManager.tsx",203
"popular","Popular","","components/admin/zones/LandmarksManager.tsx",218
"coordinates","Coordinates","","components/admin/zones/LandmarksManager.tsx",224
"edit-landmark","Edit Landmark","","components/admin/zones/LandmarksManager.tsx",258
"add-a-landmark-to-help-customers-find-their-delivery-location","Add a landmark to help customers find their delivery location","","components/admin/zones/LandmarksManager.tsx",261
"landmark-name","Landmark Name","","components/admin/zones/LandmarksManager.tsx",267
"e-g-central-market","e.g., Central Market","","components/admin/zones/LandmarksManager.tsx",272
"address","Address","","components/admin/zones/LandmarksManager.tsx",277
"enter-address-to-geocode","Enter address to geocode","","components/admin/zones/LandmarksManager.tsx",285
"click-the-search-button-to-convert-address-to-coordinates","Click the search button to convert address to coordinates","","components/admin/zones/LandmarksManager.tsx",301
"coordinates-found","Coordinates found","","components/admin/zones/LandmarksManager.tsx",308
"lat","Lat","","components/admin/zones/LandmarksManager.tsx",311
"lng","Lng","","components/admin/zones/LandmarksManager.tsx",311
"category","Category","","components/admin/zones/LandmarksManager.tsx",318
"mark-as-popular-landmark","Mark as popular landmark","","components/admin/zones/LandmarksManager.tsx",348
"update","Update","","components/admin/zones/LandmarksManager.tsx",358
"add","Add","","components/admin/zones/LandmarksManager.tsx",358
"zone-name-is-required","Zone name is required","","components/admin/zones/EditZoneForm.tsx",70
"zone-code-is-required","Zone code is required","","components/admin/zones/EditZoneForm.tsx",79
"please-draw-a-zone-boundary-on-the-map","Please draw a zone boundary on the map","","components/admin/zones/EditZoneForm.tsx",88
"delivery-fee-cannot-be-negative","Delivery fee cannot be negative","","components/admin/zones/EditZoneForm.tsx",97
"zone-updated","Zone updated","","components/admin/zones/EditZoneForm.tsx",107
"the-delivery-zone-has-been-successfully-updated","The delivery zone has been successfully updated","","components/admin/zones/EditZoneForm.tsx",108
"failed-to-update-zone","Failed to update zone","","components/admin/zones/EditZoneForm.tsx",116
"basic-information","Basic Information","","components/admin/zones/EditZoneForm.tsx",126
"zone-name","Zone Name","","components/admin/zones/EditZoneForm.tsx",129
"e-g-downtown-area","e.g., Downtown Area","","components/admin/zones/EditZoneForm.tsx",134
"zone-code","Zone Code","","components/admin/zones/EditZoneForm.tsx",139
"description","Description","","components/admin/zones/EditZoneForm.tsx",159
"describe-the-delivery-zone-coverage-area","Describe the delivery zone coverage area","","components/admin/zones/EditZoneForm.tsx",166
"delivery-settings","Delivery Settings","","components/admin/zones/EditZoneForm.tsx",175
"est-delivery-time","Est. Delivery Time","","components/admin/zones/EditZoneForm.tsx",193
"minutes","minutes","","components/admin/zones/EditZoneForm.tsx",193
"zone-appearance","Zone Appearance","","components/admin/zones/EditZoneForm.tsx",213
"zone-color","Zone Color","","components/admin/zones/EditZoneForm.tsx",236
"zone-boundary","Zone Boundary","","components/admin/zones/EditZoneForm.tsx",264
"updating","Updating...","","components/admin/zones/EditZoneForm.tsx",303
"update-zone","Update Zone","","components/admin/zones/EditZoneForm.tsx",308
"search-by-name-email-or-phone","Search by name, email, or phone...","","components/admin/users/UsersList.tsx",139
"filter-by-role","Filter by role","","components/admin/users/UsersList.tsx",147
"all-roles","All Roles","","components/admin/users/UsersList.tsx",150
"customer","Customer","","components/admin/users/UsersList.tsx",151
